Company Name,Industry,Stage,Amount($),HeadQuarter,Funding Year,Founded,category
Zomato,Food devlivery,unknown,100000000.0,Haryana,2020,2008.0,Food & Agriculture
Customfit ai,SaaS startup,unknown,111909478.7413793,Bangalore,2020,2019.0,Other
Nirmata,Tech,unknown,111909478.7413793,San Franciscao,2020,2013.0,Technology
Hire Me Car,TravelTech,Early Stage,111909478.7413793,Noida,2020,2015.0,Technology
Oga Fit,Fitness startup,Early Stage,111909478.7413793,Bangalore,2020,2017.0,Other
ShipsKart,E-commerce,Early Stage,200000.0,New Delhi,2020,2018.0,E-Commerce & Marketplace
SquadStack,Tech company,Series A to Series H,5000000.0,San Francisco,2020,2014.0,Technology
Financepeer,EdTech,Early Stage,3000000.0,Mumbai,2020,2017.0,Technology
Cashify,E-commerce,Later Stage,10000000.0,Gurugram,2020,2009.0,E-Commerce & Marketplace
Etrio,EV startup,Series A to Series H,3000000.0,Hyderabad,2020,2017.0,Other
Codeyoung,EdTech,Early Stage,111909478.7413793,Bangalore,2020,2019.0,Technology
StayQrious,EdTech,Early Stage,2000000.0,Bangalore,2020,2020.0,Technology
Sunstone Eduversity,EdTech,Series A to Series H,3000000.0,Gurugram,2020,2014.0,Technology
Infilect,SaaS startup,Early Stage,1500000.0,Bangalore,2020,2015.0,Other
MobiGarage,E-commerce,Early Stage,111909478.7413793,New Delhi,2020,2017.0,E-Commerce & Marketplace
Samunnati,Agriculture,Later Stage,20000000.0,Chennai,2020,2014.0,Food & Agriculture
WeInnovate Biosolutions,Startup laboratory,Early Stage,111909478.7413793,Pune,2020,2016.0,Other
Yummy Corp,Food Industry,Series A to Series H,12000000.0,Tangerang,2020,2017.0,Food & Agriculture
Smallcase,FinTech,Series A to Series H,13400000.0,Bangalore,2020,2015.0,Technology
Clairvolex,Tech Startup,Later Stage,2000000.0,California,2020,2006.0,Technology
Assiduus,E-commerce,Series A to Series H,1000000.0,Bangalore,2020,unknown,E-Commerce & Marketplace
Brinton,HealthTech,Later Stage,1300000.0,California,2020,2014.0,Technology
AFK Gaming,Entertainment,Early Stage,200000.0,Mumbai,2020,2012.0,Other
Infarm,AgriTech,Series A to Series H,170000000.0,Berlin,2020,2013.0,Technology
Zuper,SaaS startup,Early Stage,1100000.0,Seattle,2020,2016.0,Other
mCaffeine,Personal care startup,Series A to Series H,2900000.0,Mumbai,2020,2015.0,Other
Origa,FinTech,Later Stage,2000000.0,Andheri,2020,2013.0,Technology
GullyBuy Software,Tech Startup,Early Stage,543000.0,Pune,2020,2019.0,Technology
Recordent,FinTech,Early Stage,111909478.7413793,Hyderabad,2020,2019.0,Technology
MPL,Entertainment,Series A to Series H,90000000.0,Bangalore,2020,2018.0,Other
Penny,SaaS startup,Early Stage,1300000.0,Riyadh,2020,2020.0,Other
Onsitego,Customer service company,Series A to Series H,30000000.0,Mumbai,2020,2010.0,Other
Precily,SaaS  startup,Early Stage,111909478.7413793,California,2020,2017.0,Other
SmartClean,Tech Startup,Early Stage,3400000.0,Singapore,2020,2017.0,Technology
ClanConnect,Marketing startup,Early Stage,600000.0,Delhi,2020,unknown,E-Commerce & Marketplace
Servify,Service industry,Series A to Series H,23000000.0,Mumbai,2020,2015.0,Other
ShareChat,Social media,Early Stage,40000000.0,Bangalore,2020,2015.0,Other
Rephrase.ai,AI,Early Stage,1500000.0,Bangalore,2020,2018.0,Other
Melorra,Jewellery,Later Stage,8090000.0,Bangalore,2020,2015.0,Healthcare
FabHotels,Hospitality,Series A to Series H,1030000.0,Gurugram,2020,2014.0,Other
EkAnek,Tech Startup,Later Stage,5040000.0,New Delhi,2020,2018.0,Technology
Cub McPaws,AR startup,Early Stage,800000.0,Mumbai,2020,2018.0,Other
Zimyo,HR Tech startup,Early Stage,1500000.0,Gurgaon,2020,2018.0,Technology
PumPumPum,Automotive Startup,Later Stage,360000.0,Gurgaon,2020,2018.0,Autommotive $ Transportation
Burgerama,Food Startup,Early Stage,111909478.7413793,Gurgaon,2020,2018.0,Food & Agriculture
Moms Co,HealthCare,Series A to Series H,8000000.0,Gurgaon,2020,2016.0,Healthcare
DillyHub,Publication,Early Stage,1400000.0,Seoul,2020,2018.0,Other
FPL Technologies,FinTech,Series A to Series H,10000000.0,Pune,2020,2019.0,Technology
FITTR,Fitness startup,Early Stage,2000000.0,Pune,2020,2016.0,Other
Illumnus,EdTech Startup,Early Stage,100000.0,Pune,2020,2018.0,Technology
CashKaro,E-commerce,Series A to Series H,10000000.0,Gurgaon,2020,2012.0,E-Commerce & Marketplace
Newton School,EdTech Startup,Early Stage,650000.0,Bangalore,2020,2019.0,Technology
Airmeet,Tech Startup,Series A to Series H,12000000.0,Bangalore,2020,2019.0,Technology
Observe ai,Tech,Series A to Series H,54000000.0,San Francisco,2020,2017.0,Technology
InCred,Finance,Later Stage,5000000.0,Mumbai,2020,2016.0,Finance $ Banking
Toppr,EdTech,Series A to Series H,35000000.0,Mumbai,2020,2013.0,Technology
CarTrade,Car Trade,Series A to Series H,42500000.0,Mumbai,2020,2009.0,Other
LEAD School,EdtTech,Series A to Series H,28000000.0,Mumbai,2020,2012.0,Technology
Servify,Manufacturing,Series A to Series H,11370000.0,Mumbai,2020,2015.0,Other
Lido Learning,EdTech,Series A to Series H,7500000.0,Mumbai,2020,2019.0,Technology
Apna.co,Job portal,Series A to Series H,8000000.0,Bangalore,2020,2019.0,Other
Quintype Technologies,Tech,Series A to Series H,325000.0,Bangalore,2020,2014.0,Technology
Dunzo,Tech,Series A to Series H,28000000.0,Bangalore,2020,2014.0,Technology
Entropik,AI Platform,Series A to Series H,8000000.0,Bangalore,2020,2016.0,Other
Livspace,Home Design,Series A to Series H,9000000.0,Bangalore,2020,2014.0,Other
Ultraviolette Automotive,Automation,Series A to Series H,410000.0,Bangalore,2020,2015.0,Autommotive $ Transportation
WinZO,Gaming,Series A to Series H,18000000.0,New Delhi,2020,2016.0,Other
SenseHawk,Solar SaaS,Series A to Series H,5000000.0,Bangalore,2020,2016.0,Other
Railofy,WL & RAC protection,Early Stage,900000.0,Mumbai,2020,2019.0,Other
Eloelo,Social commerce,Early Stage,450000.0,Bangalore,2020,2020.0,E-Commerce & Marketplace
Aibono,AgriTech,Early Stage,2000000.0,Bangalore,2020,2014.0,Technology
BuildPan,SaaS startup,Early Stage,500000.0,Indore,2020,2019.0,Other
Homelane,Home interior services,Later Stage,8000000.0,Bangalore,2020,2014.0,Consulting & Services
MyGlamm,Fashion,Series A to Series H,1000000.0,Mumbai,2020,2015.0,Other
Aviom,Finance,Later Stage,682000.0,New Delhi,2020,2016.0,Finance $ Banking
Flinto,EdTech Startup,Early Stage,7000000.0,Chennai,2020,2013.0,Technology
WayCool,Agritech startup,Series A to Series H,5060000.0,Chennai,2020,2015.0,Technology
YAP,API platform,Series A to Series H,4050000.0,Chennai,2020,2014.0,Other
Big Bang Boom Solutions,Deep Tech,Series A to Series H,1050000.0,Chennai,2020,2018.0,Technology
GUVI,EdTech Startup,Series A to Series H,800000.0,Chennai,2020,2014.0,Technology
BluSmart,Electricity,Early Stage,7000000.0,Gurugram,2020,2019.0,Other
Cell Propulsion,Automotive company,Early Stage,111909478.7413793,Bangalore,2020,2017.0,Autommotive $ Transportation
MPL,Entertainment,Series A to Series H,50000000.0,Bangalore,2020,2018.0,Other
Spoonshot,FMCG,Early Stage,1000000.0,Bangalore,2020,2015.0,Other
Pulse,FinTech,Early Stage,750000.0,Mumbai,2020,2015.0,Technology
Groww,FinTech,Series A to Series H,30000000.0,Bangalore,2020,2016.0,Technology
i3 Systems,Insurance Tech,Early Stage,1050000.0,Mumbai,2020,2016.0,Technology
SOAL,EdTech,Early Stage,1000000.0,Mumbai,2020,2017.0,Technology
OckyPocky,EdTech,Early Stage,400000.0,Gurugram,2020,2015.0,Technology
Hippo Video,Video personalization,Series A to Series H,4000000.0,New York,2020,2016.0,Other
Hasura,Software Company,Series A to Series H,25000000.0,San Francisco,2020,2017.0,Technology
Qapita,FinTech,Early Stage,1080000.0,Singapore,2020,2019.0,Technology
Sunday,FinTech,Early Stage,9000000.0,Bangkok,2020,2017.0,Technology
Gamezop,Gaming,Series A to Series H,4300000.0,Gurugram,2020,2015.0,Other
Phool.co,Biomaterial startup,Early Stage,1400000.0,Kanpur,2020,2017.0,Other
Chiratae Ventures,Venture capital,Early Stage,111909478.7413793,Bangalore,2020,2018.0,Other
MedLife,Health,unknown,6800000.0,Bangalore,2020,2014.0,Healthcare
IDfy,IT,Series A to Series H,2110000.0,Mumbai,2020,2011.0,Other
True Balance,Finance,Series A to Series H,111909478.7413793,Gurugram,2020,2014.0,Finance $ Banking
Bira91,Craft Beer,unknown,764000.0,New Delhi,2020,2015.0,Other
Max wholesale,E-commerce,unknown,603000.0,New Delhi,2020,2016.0,E-Commerce & Marketplace
Craftsvilla,E-commerce,unknown,409000.0,Mumbai,2020,2011.0,E-Commerce & Marketplace
MechMocha,Entertainment,Series A to Series H,292000.0,Bangalore,2020,2011.0,Other
Mindhouse,Healthtech,unknown,286000.0,Gurugram,2020,2019.0,Technology
DeepSync,AI startup,unknown,136000.0,Chandigarh,2020,2018.0,Other
Eruditus,Education,unknown,111909478.7413793,Mumbai,2020,2010.0,Other
Gradeup,Education,unknown,546000.0,Noida,2020,2015.0,Other
Tracxn,Investment,Series A to Series H,887000.0,Bangalore,2020,2013.0,Other
Purple Style Labs,Fashion,unknown,43000.0,Mumbai,2020,2015.0,Other
ProPhysio,Health,unknown,40900.0,Bangalore,2020,2016.0,Healthcare
Flickstree,Tech,unknown,40900.0,Mumbai,2020,2014.0,Technology
Settl,TravelTech,unknown,111909478.7413793,Gurugram,2020,2015.0,Technology
Fanspole,Entertainment,Early Stage,111909478.7413793,Thane,2020,2015.0,Other
Sarva,Healthcare,unknown,111909478.7413793,Mumbai,2020,2016.0,Healthcare
Univ.ai,EdTech,unknown,111909478.7413793,Bangalore,2020,2019.0,Technology
PurohitJi,Linguistic Spiritual,unknown,111909478.7413793,Bangalore,2020,unknown,Other
CredoLab,Tech,Series A to Series H,7000000.0,Singapore,2020,2015.0,Technology
Brick&Bolt,Construction,Series A to Series H,2200000.0,Bangalore,2020,2018.0,Other
Grinntech,Battery manufacturer,unknown,2000000.0,Chennai,2020,2013.0,Other
6Degree,Fashion,unknown,340000.0,Mumbai,2020,2014.0,Other
Exprs,Nano Distribution Network,unknown,5660000.0,unknown,2020,2018.0,Other
Bikayi,E-commerce,Early Stage,2000000.0,Hyderabad,2020,2019.0,E-Commerce & Marketplace
Virtual Forest,Tech,unknown,111909478.7413793,Bangalore,2020,2019.0,Technology
The Health company,AI health,unknown,350000.0,Gurugram,2020,2018.0,Healthcare
TrulyMadly Matchmakers,Dating app,Early Stage,110000.0,Gurugram,2020,2014.0,Other
TrueFan,Media,Early Stage,4300000.0,Mumbai,2020,2020.0,Other
Fanspole,Gaming,Early Stage,111909478.7413793,Mumbai,2020,2015.0,Other
Byju's,EdTech,unknown,122000000.0,Bangalore,2020,2011.0,Technology
Avail Finance,Fintech,Series A to Series H,11635000.0,Bangalore,2020,2017.0,Technology
The Money Club,AI,unknown,111909478.7413793,Delhi,2020,unknown,Other
Virohan,Healthcare/Edtech,Early Stage,2800000.0,Gurgaon,2020,2018.0,Technology
OneCode,Social Commerce,Early Stage,111909478.7413793,Gurugram,2020,unknown,E-Commerce & Marketplace
Verloop.io,AI,unknown,5000000.0,unknown,2020,2015.0,Other
Otipy,Agritech/Commerce,Early Stage,1000000.0,unknown,2020,2020.0,Technology
Evage,Mobility tech,unknown,111909478.7413793,Chandigarh,2020,2014.0,Technology
LEAD School,EdTech,Series A to Series H,28000000.0,Mumbai,2020,2012.0,Technology
Trell,Social e-commerce,Series A to Series H,11000000.0,Bangalore,2020,2016.0,E-Commerce & Marketplace
Captain Fresh,Food & Logistics,Early Stage,2300000.0,Bangalore,2020,2019.0,Food & Agriculture
Teachmint,EdTech,unknown,111909478.7413793,Bangalore,2020,unknown,Technology
Pixxel,SpaceTech,Early Stage,5000000.0,Bangalore,2020,2019.0,Technology
Habbit Health,Nutrition Tech,Early Stage,111909478.7413793,Delhi,2020,2019.0,Technology
SmarterBiz,Tech,Early Stage,1065000.0,Bangalore,2020,2014.0,Technology
Able Jobs,HR,unknown,2000000.0,Bangalore,2020,2019.0,Other
Vieroots,Healthtech,unknown,111909478.7413793,Kochi,2020,2018.0,Technology
Stack Finance,Fintech,Early Stage,111909478.7413793,Bangalore,2020,2019.0,Technology
FPL Technologies,Fintech,Series A to Series H,10000000.0,Pune,2020,unknown,Technology
Masai School,EdTech,Series A to Series H,2500000.0,Bangalore,2020,2019.0,Technology
Mitron,Media,Series A to Series H,5000000.0,Bangalore,2020,unknown,Other
Daalchini,IoT,Early Stage,669000.0,unknown,2020,2017.0,Other
Suno India,Media,Angel and Grants,111909478.7413793,unknown,2020,2018.0,Other
LendingKart,Fintech,Series A to Series H,16076000.0,Ahmedabad,2020,2014.0,Technology
Text Mercato,nan,Series A to Series H,649600.0,Bangalore,2020,2015.0,Other
Eden Smart Homes,IoT,unknown,111909478.7413793,unknown,2020,2018.0,Other
GrayQuest,EdTech,Early Stage,1000000.0,Mumbai,2020,2017.0,Technology
BigHaat,Agritech,Early Stage,2000000.0,Bangalore,2020,2015.0,Technology
CityCash,Fintech,Early Stage,1000000.0,Mumbai,2020,2017.0,Technology
HomeLane,Interior design,Series A to Series H,1000000.0,Chennai,2020,2014.0,Other
HungerBox,Foodtech,Series A to Series H,6700000.0,Bangalore,2020,2015.0,Technology
DaveAI,AI,unknown,111909478.7413793,Bangalore,2020,unknown,Other
Eduvanz,Fintech,Series A to Series H,5000000.0,Mumbai,2020,2016.0,Technology
ZipLoan,Fintech,unknown,2000000.0,Delhi,2020,2015.0,Technology
DocSumo,AI,Early Stage,220000.0,Mumbai,2020,2019.0,Other
CUSMAT,AR/VR,unknown,111909478.7413793,Warangal,2020,2016.0,Other
Chingari,Media,Early Stage,1300000.0,Bangalore,2020,2018.0,Other
Bolo Indya,Media,Early Stage,300000.0,Gurugram,2020,unknown,Other
Data Sutram,AI,unknown,266500.0,Kolkata,2020,2018.0,Other
Wobot Intelligence,AI,Early Stage,2500000.0,Delhi,2020,unknown,Other
DrinkPrime,Appliance,Early Stage,2879000.0,Bangalore,2020,unknown,Other
Infeedo,HR tech,unknown,700000.0,Gurugram,2020,2013.0,Technology
Probus Smart Things,IoT,Early Stage,111909478.7413793,Delhi,2020,unknown,Other
CrowdPouch,Tech,Angel and Grants,111909478.7413793,Bangalore,2020,unknown,Technology
Rebel Foods,Food tech,Series A to Series H,26500000.0,Mumbai,2020,2011.0,Technology
Hevo,Tech,Series A to Series H,8000000.0,Bangalore,2020,2017.0,Technology
BigSpoon Foods,Foodtech,Early Stage,2000000.0,Ahmedabad,2020,2019.0,Technology
Chingari,Media,Early Stage,1000000.0,Bangalore,2020,unknown,Other
ShareChat,Media,unknown,351000.0,Bangalore,2020,2015.0,Other
DatStop,Hospitality,unknown,111909478.7413793,Delhi,2020,unknown,Other
IPHM Services,Mental Health,Early Stage,111909478.7413793,Mumbai,2020,unknown,Healthcare
Wellcure,Healthtech,unknown,200000.0,Gurugram,2020,unknown,Technology
VilCart,Ecommerce,Later Stage,111909478.7413793,Bangalore,2020,2018.0,E-Commerce & Marketplace
Firescore,Gaming,unknown,500000.0,Mumbai,2020,unknown,Other
BulBul,Social commerce,unknown,111909478.7413793,Gurgaon,2020,2018.0,E-Commerce & Marketplace
Toppr,Edtech,Series A to Series H,46761000.0,Mumbai,2020,2013.0,Technology
Pickright Technologies,Fintech,Early Stage,175000.0,Bangalore,2020,2019.0,Technology
Muse Wearables,Tech,unknown,3000000.0,Chennai,2020,2018.0,Technology
SATYA Microcapital,Fintech,unknown,111909478.7413793,Delhi,2020,1995.0,Technology
WYN Studio,Media,Early Stage,111909478.7413793,Gurugram,2020,unknown,Other
Fourth Partner Energy,Solar Solution,unknown,15000000.0,Bangalore,2020,2010.0,Other
Entri,Edtech,Early Stage,1700000.0,Kochi,2020,2017.0,Technology
Snack Amor,Foodtech,unknown,111909478.7413793,Mumbai,2020,2017.0,Technology
MPowered,SaaS,Early Stage,21000000.0,Gurugram,2020,unknown,Other
Leap Club,Social e-commerce,unknown,111909478.7413793,Gurugram,2020,2020.0,E-Commerce & Marketplace
Ather Energy,Automobile,Series A to Series H,11241000.0,Bangalore,2020,2013.0,Autommotive $ Transportation
Gigforce,HR tech,unknown,804000.0,Bangalore,2020,unknown,Technology
Vegrow,Agritech,Early Stage,2500000.0,Bangalore,2020,2020.0,Technology
Finn,Fintech,Early Stage,111909478.7413793,Bangalore,2020,2019.0,Technology
Bijnis,B2B marketplace,Series A to Series H,10000000.0,unknown,2020,2015.0,E-Commerce & Marketplace
iNurture,Edtech,unknown,1340000.0,Bangalore,2020,2009.0,Technology
StyleDotMe,Fashion Tech,Early Stage,467000.0,Gurugram,2020,2014.0,Technology
Ripsey,Nutrition tech,unknown,133000.0,Mumbai,2020,2018.0,Technology
ThriveFNC,Health & Wellness,Early Stage,111909478.7413793,Pune,2020,2017.0,Healthcare
Vedantu,Edtech,Series A to Series H,100000000.0,Bangalore,2020,2011.0,Technology
Magicpin,nan,Series A to Series H,7000000.0,Gurugram,2020,2015.0,Other
Procol,Agritech,unknown,3823000.0,Delhi,2020,2018.0,Technology
Yumlane,Cloud Kitchen,Early Stage,1000000.0,Mumbai,2020,2016.0,Other
Crio,Edtech,unknown,934000.0,Bangalore,2020,2018.0,Technology
Openapp,IoT,unknown,500000.0,Bangalore,2020,unknown,Other
PumPumPum,IoT/Automobile,unknown,293000.0,Gurugram,2020,unknown,Autommotive $ Transportation
uFony Services Pvt ltd,Edtech,unknown,111909478.7413793,Pune,2020,unknown,Technology
Protinus Fashion Networking Pvt Ltd,Fashion,Early Stage,111909478.7413793,Mumbai,2020,2015.0,Other
Uable,Edtech,Early Stage,111909478.7413793,Bangalore,2020,unknown,Technology
ParkSmart,IoT,unknown,198000.0,Delhi,2020,2019.0,Other
Plum,Healthtech,Early Stage,927000.0,Bangalore,2020,2019.0,Technology
IncNut Digital,Ecommerce,Series A to Series H,4000000.0,Hyderabad,2020,2011.0,E-Commerce & Marketplace
GigIndia,Tech,Early Stage,971000.0,Pune,2020,2017.0,Technology
Specsmaker,Eye Wear,unknown,3060000.0,Chennai,2020,2007.0,Other
Piggy Ride,SaaS,Early Stage,1862000.0,Bangalore,2020,unknown,Other
Chai Waale,Beverage,unknown,232000.0,Chennai,2020,2018.0,Food & Agriculture
NOTO,Food,Early Stage,111909478.7413793,Mumbai,2020,unknown,Food & Agriculture
Cuemath,Edtech,Series A to Series H,2888000.0,Bangalore,2020,2013.0,Technology
Cars24,Automobile,unknown,1328000.0,Gurgaon,2020,2015.0,Autommotive $ Transportation
JetSynthesys,Digital tech,unknown,40000000.0,Pune,2020,2012.0,Technology
Earth Energy EV,Automobile,Early Stage,111909478.7413793,Mumbai,2020,2017.0,Autommotive $ Transportation
Green Cure,Health & Wellness,unknown,111909478.7413793,Delhi,2020,2015.0,Healthcare
Blue Sky Analytics,Data Intelligence,Early Stage,1200000.0,Gurugram,2020,2018.0,Other
Edhusk,Edtech,unknown,111909478.7413793,Jaipur,2020,2017.0,Technology
Decentro,Fintech,Series A to Series H,15500000.0,Bangalore,2020,2020.0,Technology
Zolostays,Co-living,Series A to Series H,56000000.0,Bangalore,2020,2015.0,Other
Frontier Markets,Ecommerce,Early Stage,2250000.0,Jaipur,2020,2011.0,E-Commerce & Marketplace
Brainwired,Agritech,unknown,111909478.7413793,Kerala,2020,2018.0,Technology
Aye Finance,Fintech,Series A to Series H,16753000.0,Gurugram,2020,2014.0,Technology
Paper Boat,Food & Beverages,unknown,3700000.0,Gurugram,2020,2013.0,Food & Agriculture
Ken42,Edtech,unknown,1470000.0,Bangalore,2020,2019.0,Technology
Forbidden Foods,Food,Early Stage,1000000.0,Delhi,2020,unknown,Food & Agriculture
Universal Sportsbiz,Fashion,unknown,530000.0,Bangalore,2020,2012.0,Other
Gobbly,Retail Tech,Early Stage,500000.0,Gurugram,2020,unknown,Technology
Aerostrovilos,Automotive,unknown,111909478.7413793,Chennai,2020,unknown,Autommotive $ Transportation
Mitron,Media,Early Stage,267000.0,Bangalore,2020,unknown,Other
Bulk MRO,B2B,unknown,3344000.0,Mumbai,2020,2015.0,Other
Inspektlabs,AI,Early Stage,600000.0,Delhi,2020,2019.0,Other
Big Bang Boom Solutions,Defense tech,Series A to Series H,1000000.0,Chennai,2020,2018.0,Technology
Flinto,Edtech,Early Stage,7200000.0,Chennai,2020,2013.0,Technology
Zetwerk,Marketplace,Series A to Series H,21000000.0,Bangalore,2020,2018.0,E-Commerce & Marketplace
ChitMonks,Fintech,Early Stage,650000.0,Hyderabad,2020,2016.0,Technology
Walrus,Fintech,Early Stage,111909478.7413793,Bangalore,2020,2019.0,Technology
Arth Designbuild,Construction tech,unknown,1100000.0,Hyderebad,2020,unknown,Technology
goDutch,Fintech,Early Stage,1700000.0,Mumbai,2020,unknown,Technology
Rusk Media,Digital Media,Early Stage,111909478.7413793,Delhi,2020,2019.0,Other
Bold Care,Health & Wellness,Early Stage,111909478.7413793,Mumbai,2020,2019.0,Healthcare
Samosa Party,Food,unknown,111909478.7413793,Bangalore,2020,2017.0,Food & Agriculture
High Street Essentials,Ecommerce,Early Stage,2743000.0,New Delhi,2020,2012.0,E-Commerce & Marketplace
Byju's,Edtech,unknown,111909478.7413793,Bangalore,2020,2011.0,Technology
Slice,Fintech,Early Stage,6082000.0,Bangalore,2020,2016.0,Technology
Bombay Play,Gaming,Early Stage,1500000.0,Bangalore,2020,unknown,Other
Fullife,Healthtech,unknown,6609000.0,Mumbai,2020,2011.0,Technology
